name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,myntra_url,platform
BAESD Girls Kurta,BAESD,Clothing,725,1249,42,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/18/aMciFmaW_5fb9908050684555b4125f14e93ba50d.jpg",https://www.myntra.com/kurtas/baesd/baesd-girls-floral-embroidered-thread-work-floral-kurta/41474696/buy,myntra
MIDAV Pure Cotton Pathani Kurta,MIDAV,Clothing,1298,3799,66,3.5,101,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/APRIL/1/seFUjsWK_886d21a023be47b490de6bc46e3695bd.jpg",https://www.myntra.com/kurtas/midav/midav-mandarin-collar-pure-cotton-pathani-kurta/33419671/buy,myntra
KJTRENDS Women Floral Printed Kurta,KJTRENDS,Clothing,409,1499,73,4.4,885,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/20/HQAVm96n_5a0fb5978f674424a0fb575438bf9620.jpg",https://www.myntra.com/kurtas/kjtrends/kjtrends-women-floral-printed-thread-work-floral-kurta/39476183/buy,myntra
Rimeline Cotton Printed A-Line kurta,Rimeline,Clothing,899,2998,70,4.4,424,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/31/V6KNl0xv_ee6ea55c8f8b4c1d94f5c7889ff7b5f9.jpg",https://www.myntra.com/kurtas/rimeline/rimeline-women-ethnic-motif-printed-v-neck-a-line-cotton-kurta/39742983/buy,myntra
VASTRAMAY Woven Design Cotton Sustainable Kurta,VASTRAMAY,Clothing,1007,2399,58,4.2,1300,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/22284686/2025/7/22/bcdec4f1-dc90-4820-ab23-20b741d869a61753191021084-VASTRAMAY-Geometric-Woven-design-Jacquard-Cotton-Sustainable-1.jpg",https://www.myntra.com/kurtas/vastramay/vastramay-geometric-woven-design-jacquard-cotton-sustainable-kurta/22284686/buy,myntra
KALINI Girls Embroidered Kurta,KALINI,Clothing,887,1999,56,4.3,7,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/FEBRUARY/3/Ws8ISQiS_51441de0cc8d4b01bc391f4ddbd6b85b.jpg",https://www.myntra.com/kurtas/kalini/kalini-girls-embroidered-keyhole-neck-thread-work-kurta/39805076/buy,myntra
BAESD Girls Kurta,BAESD,Clothing,738,1879,61,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/18/SLFqtR0B_b50a901d7935405a93192956df66971a.jpg",https://www.myntra.com/kurtas/baesd/baesd-girls-ethnic-motifs-printed-thread-work-kurta/41474570/buy,myntra
KJTRENDS Women Floral Printed Kurta,KJTRENDS,Clothing,409,1499,73,4.4,886,,https://www.myntra.com/kurtas/kjtrends/kjtrends-women-floral-printed-floral-kurta/40674915/buy,myntra
VASTRAMAY Boys Printed Cotton Kurta,VASTRAMAY,Clothing,881,1799,51,4.2,160,,https://www.myntra.com/kurtas/vastramay/vastramay-boys-floral-printed-mandarin-collar-cotton-kurta/26082276/buy,myntra
Aarika Girls Printed Cotton Kurta,Aarika,Clothing,1085,2499,57,0,0,,https://www.myntra.com/kurtas/aarika/aarika-girls-floral-printed-round-neck-cotton-kurta/41063745/buy,myntra
BAESD Girls Kurta,BAESD,Clothing,774,1629,52,2.6,27,,https://www.myntra.com/kurtas/baesd/baesd-girls-dyed-kurta/41474576/buy,myntra
Taavi Bagru Printed Straight Kurta,Taavi,Clothing,765,3799,80,4.2,2600,,https://www.myntra.com/kurtas/taavi/taavi-men-maroon--black-bagru-printed-straight-kurta-with-roll-up-sleeves/10384141/buy,myntra
KKOUTFITS Women Floral Printed Kurta,KKOUTFITS,Clothing,399,999,60,4.5,2700,,https://www.myntra.com/kurtas/kkoutfits/kkoutfits-women-floral-printed-indie-prints-kurta/38291630/buy,myntra
Sa Rasa Floral Printed Anarkali Kurta,Sa Rasa,Clothing,499,2199,77,3.9,7000,,https://www.myntra.com/kurtas/sa+rasa/sa-rasa-floral-printed-angrakha-anarkali-kurta/30894711/buy,myntra
VASTRADO Embroidered Cotton Kurta,VASTRADO,Clothing,859,2149,60,4.6,110,,https://www.myntra.com/kurtas/vastrado/vastrado-geometric-embroidered-band-collar-thread-work-straight-cotton-kurta/36172251/buy,myntra
Muhuratam Girls Printed Cotton Kurta,Muhuratam,Clothing,674,1999,66,4.2,52,,https://www.myntra.com/kurtas/muhuratam/muhuratam-girls-bandhani-printed-sequined-anarkali-cotton-kurta/22925158/buy,myntra
BAESD Girls Kurta,BAESD,Clothing,707,1499,53,3.1,12,,https://www.myntra.com/kurtas/baesd/baesd-girls-embroidered-thread-work-kurta/41474699/buy,myntra
VASTRAMAY Striped Cotton Straight Kurta,VASTRAMAY,Clothing,881,1799,51,4.1,181,,https://www.myntra.com/kurtas/vastramay/vastramay-striped-mandarin-collar-cotton-straight-kurta/31222308/buy,myntra
KALINI Girls Kurta,KALINI,Clothing,654,1249,48,0,0,,https://www.myntra.com/kurtas/kalini/kalini-girls-kurta/41317702/buy,myntra
VASTRAMAY Girls Cotton Straight Kurta,VASTRAMAY,Clothing,827,1799,54,4.3,436,,https://www.myntra.com/kurtas/vastramay/vastramay-girls-floral-printed-gotta-patti-cotton-straight-kurta/27929058/buy,myntra
Vida Loca Men Slim Fit Cotton Kurta,Vida Loca,Clothing,424,2499,83,3.6,797,,https://www.myntra.com/kurtas/vida+loca/vida-loca-men-mandarin-collar-roll-up-sleeves-slim-fit-cotton-kurta/36679111/buy,myntra
Sangria Printed Calf Length Kurtas,Sangria,Clothing,955,1999,52,0,0,,https://www.myntra.com/kurtas/sangria/sangria-printed--round-neck-calf-length-straight-kurtas/40658905/buy,myntra
BAESD Girls Kurta,BAESD,Clothing,860,1749,51,0,0,,https://www.myntra.com/kurtas/baesd/baesd-girls-floral-printed-indie-prints-kurta/41474606/buy,myntra
EdinWolf Men Mandarin Collar Kurta,EdinWolf,Clothing,560,2499,78,3.6,22,,https://www.myntra.com/kurtas/edinwolf/edinwolf-men-mandarin-collar-straight-kurta/37214870/buy,myntra
KALINI Girls Bandhani Anarkali Kurta,KALINI,Clothing,733,1499,51,3.9,23,,https://www.myntra.com/kurtas/kalini/kalini-girls-bandhani-keyhole-neck-cold-shoulder-sleeves-sequinned-anarkali-kurta/39805077/buy,myntra
Rimeline Floral Printed Straight Kurta,Rimeline,Clothing,599,1999,70,4.4,12900,,https://www.myntra.com/kurtas/rimeline/rimeline-floral-printed-notch-neck-straight-kurta/32166736/buy,myntra
VASTRADO Mandarin Collar Short Kurta,VASTRADO,Clothing,699,1749,60,4.1,434,,https://www.myntra.com/kurtas/vastrado/vastrado-geometric-woven-design-mandarin-collar-straight-short-republic-day-republic-day-kurta/30845904/buy,myntra
Sangria FUZN Women Printed Kurta,Sangria FUZN,Clothing,388,2499,84,3.9,55,,https://www.myntra.com/kurtas/sangria+fuzn/sangria-fuzn-women-floral-printed-floral-kurta/41407906/buy,myntra
BAESD Girls Kurta,BAESD,Clothing,591,1879,69,3.6,5,,https://www.myntra.com/kurtas/baesd/baesd-girls-ethnic-motifs-printed-kurta/41474601/buy,myntra
Vida Loca Men Solid Daily Kurta,Vida Loca,Clothing,499,2499,80,3.5,126,,https://www.myntra.com/kurtas/vida+loca/vida-loca-men-solid-daily-cotton-straight-kurta/36679151/buy,myntra
Sangria Embroidered Kurta & Dupatta,Sangria,Clothing,905,2599,65,3.6,330,,https://www.myntra.com/kurtas/sangria/sangria-embroidered-a-line-kurta-with-dupatta/37474434/buy,myntra
Rimeline Pure Cotton Straight Kurta,Rimeline,Clothing,636,2449,74,4.5,9700,,https://www.myntra.com/kurtas/rimeline/rimeline-ethnic-motifs-printed-round-neck-zari-straight-pure-cotton-kurta/37297897/buy,myntra
Shasak Printed Cotton Short Kurta,Shasak,Clothing,839,5500,85,3.8,48,,https://www.myntra.com/kurtas/shasak/shasak-geometric-printed-mandarin-collar-cotton-straight-short-kurta/30497536/buy,myntra
Sangria Boys Pure Cotton Kurta,Sangria,Clothing,599,2999,80,4.4,724,,https://www.myntra.com/kurtas/sangria/sangria-boys-yellow-woven-design-mandarin-collar-straight-kurta/32597459/buy,myntra
FRANSCART Men Ethnic Motifs Embroidered Kurta,FRANSCART,Clothing,845,1599,47,0,0,,https://www.myntra.com/kurtas/franscart/franscart-men-ethnic-motifs-embroidered-thread-work-kurta/42013196/buy,myntra
See Designs Cotton Grey Straight Kurta,See Designs,Clothing,671,2099,68,4.2,4800,,https://www.myntra.com/kurtas/see+designs/see-designs-men-cotton-grey-straight-kurta-with-slub-effect/15601642/buy,myntra
Sangria Girls Embroidered A-Line Kurta,Sangria,Clothing,1222,2499,51,0,0,,https://www.myntra.com/kurtas/sangria/sangria-embroidered-pure-cotton-shirt-collar-calf-length-a-line-kurta/41060434/buy,myntra
Aj DEZInES Boys Mandarin Collar Kurta,Aj DEZInES,Clothing,449,1999,78,4,249,,https://www.myntra.com/kurtas/aj+dezines/aj-dezines-boys-mandarin-collar-cotton-kurta/23970110/buy,myntra
VASTRAMAY Men Mandarin Collar Kurta,VASTRAMAY,Clothing,773,1799,57,4,105,,https://www.myntra.com/kurtas/vastramay/vastramay-men-cream-coloured-thread-work-mandarin-collar--kurta/19265866/buy,myntra
AADVIKA Ethnic Motifs Printed Kurta,AADVIKA,Clothing,580,1999,71,4.2,848,,https://www.myntra.com/kurtas/aadvika/aadvika-women-ethnic-motifs-printed-kurta/37710312/buy,myntra
FRANSCART Men Embroidered Kurta,FRANSCART,Clothing,845,1599,47,0,0,,https://www.myntra.com/kurtas/franscart/franscart-men-embroidered-thread-work-kurta/42013195/buy,myntra
RANGRAAG Men Floral Kurta,RANGRAAG,Clothing,942,6999,87,4.2,53,,https://www.myntra.com/kurtas/rangraag/rangraag-men-floral-extended-sleeves-kurta/40230957/buy,myntra
Anouk Mirage Women Floral Printed Kurta,Anouk Mirage,Clothing,593,1999,70,4.4,218,,https://www.myntra.com/kurtas/anouk+mirage/anouk-mirage-women-floral-printed-kurta/40501908/buy,myntra
Campana Girls Printed Cotton Kurta,Campana,Clothing,899,949,5,4.7,35,,https://www.myntra.com/kurtas/campana/campana-girls-floral-printed-cotton-kurta/32446861/buy,myntra
Marks & Spencer Girls A-Line Dress,Marks & Spencer,Clothing,569,999,43,4.7,35,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/APRIL/22/qq2gMfYr_0d4f4917449b488d8313973d8a89c9b7.jpg",https://www.myntra.com/dresses/marks+%26+spencer/marks--spencer-cotton-rich-jersey-dress/33728270/buy,myntra
White World Girls Printed Ethnic Dresses,White World,Clothing,597,2664,78,4.2,238,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/AUGUST/12/HRPkooOb_f13551cf37b1427599d2ee790f812be7.jpg",https://www.myntra.com/ethnic-dresses/white+world/white-world-girls-floral-printed-round-neck-fit-flared-ethnic-dresses/36365010/buy,myntra
StyleCast x Revolte Fit & Flare Maxi Dress,StyleCast x Revolte,Clothing,1579,4049,61,3.4,5,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/20/RnfXtLNB_13f0832dcc234c7ab2a0397a9bdddb88.jpg",https://www.myntra.com/dresses/stylecast+x+revolte/stylecast-x-revolte-embroidered-fit--flare-maxi-dress/39480323/buy,myntra
BAESD Fit & Flare Net Dress,BAESD,Clothing,499,1999,75,4.3,10300,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/29524966/2024/5/13/3658e688-470e-4cd0-9294-2065ddb8ab751715622996827BAESDFlutterSleeveNetFitFlareDress1.jpg",https://www.myntra.com/dresses/baesd/baesd-flutter-sleeve-net-puff-sleeves-fit--flare-dress/29524966/buy,myntra
Polka Tots Girls Flutter Sleeve Dress,Polka Tots,Clothing,478,799,40,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/21/cOeFUriN_05bea5d0cef14086ae01e8eec7bc066d.jpg",https://www.myntra.com/dresses/polka+tots/polka-tots-girls-printed-pure-cotton-flutter-sleeve-gown-dress/41519437/buy,myntra
StyleCast x Revolte Round Neck A-Line Midi Dress,StyleCast x Revolte,Clothing,1519,3999,62,4.4,429,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/SEPTEMBER/3/i24H8kTB_01c532a233f342d69334e3bc05659798.jpg",https://www.myntra.com/dresses/stylecast+x+revolte/stylecast-x-revolte-women-round-neck-a-line-midi-dress/36744225/buy,myntra
BAESD Fit and Flare maxi dress,BAESD,Clothing,865,3499,75,4.1,77,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2024/AUGUST/30/oQOOvTDs_a2316f648bcc4b84adf5ec9207d5bc65.jpg",https://www.myntra.com/ethnic-dresses/baesd/baesd-girls-sweetheart-neck-embroidered-anarkali-ethnic-motifs-fit-and-flare-maxi-dress/30779203/buy,myntra
VASTRAMAY Fit & Flare Dress With Jacket,VASTRAMAY,Clothing,974,2499,61,4.5,349,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/24070116/2023/7/18/b83d46ce-fe09-4de1-84bc-c165fcaf7fa71689670463302VastramayGirlsRedDressWithBlueKanthaWorkJacket1.jpg",https://www.myntra.com/ethnic-dresses/vastramay/vastramay-girls-shoulder-straps-cotton-fit--flare-dress-with-floral-printed-shrug/24070116/buy,myntra
StyleCast Women Dyed A-Line Maxi Dress,StyleCast,Clothing,1418,3299,57,4.4,88,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/APRIL/23/Xl99GqFf_ad86127e2b3e4f9ab5602f4eb3833b4b.jpg",https://www.myntra.com/dresses/stylecast/stylecast-women-tie-and-dye-dyed-a-line-maxi-dress/31761405/buy,myntra
Sangria Girls Anarkali Maxi Dress,Sangria,Clothing,880,3499,75,4.1,79,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/FEBRUARY/3/V9jvSTum_c080a050a493448d849c3ac738d4f1c0.jpg",https://www.myntra.com/ethnic-dresses/sangria/-sangria-girls-embroidered-anarkali-maxi-dress/32609228/buy,myntra
Polka Tots Print Flutter Sleeve Dress,Polka Tots,Clothing,478,799,40,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/21/qlZyN3jm_f282548292984bd383eccb61add3ec9c.jpg",https://www.myntra.com/dresses/polka+tots/polka-tots-girls-floral-print-gown-v-neck-midi-dress/41519438/buy,myntra
StyleCast x Revolte Print Fit & Flare Maxi Dress,StyleCast x Revolte,Clothing,1154,2749,58,4.2,29,,https://www.myntra.com/dresses/stylecast+x+revolte/stylecast-x-revolte-print-fit--flare-maxi-dress/39024004/buy,myntra
VASTRAMAY Infant Girls Ethnic Dress,VASTRAMAY,Clothing,917,1799,49,4.6,598,,https://www.myntra.com/ethnic-dresses/vastramay/vastramay-infant-girls-self-design-bow-fit--flare-ethnic-dress/26592080/buy,myntra
BAESD Ethnic Wear Flower Knot Frock,BAESD,Clothing,898,1499,40,4.4,519,,https://www.myntra.com/ethnic-dresses/baesd/baesd-girls-woven-ethnic-wear-cotton-flower-knot-frock/30083489/buy,myntra
HERE&NOW Women Dresses,HERE&NOW,Clothing,759,1899,60,3.4,106,,https://www.myntra.com/dresses/here%26now/herenow-women-cotton--dresses/36380646/buy,myntra
Tasarika Girls Printed Midi Dress,Tasarika,Clothing,998,4299,77,0,0,,https://www.myntra.com/ethnic-dresses/tasarika/tasarika-girls-floral-v-neck-printed-midi-gathered-or-pleated-dress/40831468/buy,myntra
Chemistry Dyed A-Line Maxi Dress,Chemistry,Clothing,815,1823,55,0,0,,https://www.myntra.com/dresses/chemistry/chemistry-midi-dress/41553302/buy,myntra
StyleCast Sheath Maxi Dress,StyleCast,Clothing,877,1949,55,4.1,1700,,https://www.myntra.com/dresses/stylecast/stylecast-off-shoulder-sheath-maxi-dress/30685142/buy,myntra
Marks & Spencer Puff Sleeve A-Line Mini Dress,Marks & Spencer,Clothing,1374,2499,45,0,0,,https://www.myntra.com/dresses/marks+%26+spencer/marks--spencer-funnel-neck-mini-smock-dress/36928513/buy,myntra
CUTECUMBER Girls Denim Sheath Dress,CUTECUMBER,Clothing,990,2275,56,4.4,1100,,https://www.myntra.com/dresses/cutecumber/cutecumber-girls-blue-denim-sheath-dress/17273786/buy,myntra
StyleCast One Shoulder Bodycon Dress,StyleCast,Clothing,1014,2899,65,4,961,,https://www.myntra.com/dresses/stylecast/stylecast-women-one-shoulder-slits-cold-shoulder-sleeves-bodycon-maxi-dress/36930338/buy,myntra
Sugathari Fit & Flare Midi Puff Sleeve Dress,Sugathari,Clothing,594,1852,68,4.5,1600,,https://www.myntra.com/dresses/sugathari/sugathari-puff-sleeve-fit--flare-midi-dress/37862640/buy,myntra
DressBerry Floral Print Crepe Fit & Flare Maxi Dress,DressBerry,Clothing,1249,1999,38,0,0,,https://www.myntra.com/dresses/dressberry/dressberry-tropical-print-halter-neck-crepe-maxi-dress/41553718/buy,myntra
SPUNKIES Girls Cotton A-Line Mini Dress,SPUNKIES,Clothing,694,1219,43,4.5,378,,https://www.myntra.com/dresses/spunkies/spunkies-girls-striped-cotton-a-line-mini-dress/31838497/buy,myntra
KALINI Women Ethnic Dress With Inner,KALINI,Clothing,867,2699,68,4.3,289,,https://www.myntra.com/ethnic-dresses/kalini/kalini-women-mustard-silk-blend-foil-printed-anarkali-ethnic-dress/33372591/buy,myntra
BAESD Girls Fit & Flare Ethnic Dress,BAESD,Clothing,898,1499,40,4.6,40,,https://www.myntra.com/ethnic-dresses/baesd/baesd-girls-fit--flared-maxi-ethnic-dresses/30692797/buy,myntra
HERE&NOW Tie and Dye Bodycon Midi Dress,HERE&NOW,Clothing,818,2099,61,2.9,86,,https://www.myntra.com/dresses/here%26now/herenow-women-tie-and-dye-dyed-bodycon-midi-dress/37207181/buy,myntra
AmorLuxe 1 SKIRT 1 T-SHIRT,AmorLuxe,Clothing,648,2999,78,4.3,16,,https://www.myntra.com/dresses/amorluxe/amorluxe-floral-print-puff-sleeve-fit--flare-dress/41011849/buy,myntra
Chemistry A-Line Maxi Dress,Chemistry,Clothing,799,1823,56,0,0,,https://www.myntra.com/dresses/chemistry/chemistry-midi-dress/41573089/buy,myntra
FASHION DREAM Girls Flared Maxi Dress,FASHION DREAM,Clothing,665,2149,69,4.2,38,,https://www.myntra.com/ethnic-dresses/fashion+dream/fashion-dream-girls-floral-printed-v-neck-flared-maxi-dress/34804136/buy,myntra
YK Girls Fit & Flare Dress,YK,Clothing,747,1699,56,3.9,369,,https://www.myntra.com/dresses/yk/yk-girls-ruffled-fit--flare-dress/32465340/buy,myntra
Pink Paprika by SASSAFRAS Striped A-Line Midi Dress,Pink Paprika by SASSAFRAS,Clothing,1149,2498,54,4.1,439,,https://www.myntra.com/dresses/pink+paprika+by+sassafras/pink-paprika-by-sassafras-women-striped-printed-shirt-collar-a-line-midi-dress/30897294/buy,myntra
BAESD Infant Girls Ethnic Dresses,BAESD,Clothing,898,1499,40,4.5,167,,https://www.myntra.com/ethnic-dresses/baesd/baesd-infant-girls-printed-puff-sleeves-cotton-fit--flare-ethnic-dresses/28165862/buy,myntra
StyleCast x Revolte Girls Floral Fit & Flare Dress,StyleCast x Revolte,Clothing,1396,2149,35,0,0,,https://www.myntra.com/dresses/stylecast+x+revolte/stylecast-x-revolte-girls-floral-print-flutter-sleeve-fit--flare-dress/41571926/buy,myntra
Suo Fit & Flare Midi Dress,Suo,Clothing,1286,3299,61,0,0,,https://www.myntra.com/dresses/suo/suo-fit--flare-midi-dress/41093608/buy,myntra
BAESD Floral Fit & Flare Maxi Dress,BAESD,Clothing,519,1999,74,4.2,2000,,https://www.myntra.com/dresses/baesd/baesd-floral-printed-fit--flare-maxi-dress/30203282/buy,myntra
White World Girls Printed Ethnic Dresses,White World,Clothing,597,2664,78,4.3,101,,https://www.myntra.com/ethnic-dresses/white+world/white-world-girls-floral-printed-round-neck-fit-flared-ethnicdresses/36365011/buy,myntra
Pink Paprika by SASSAFRAS A-Line Midi Cotton Dress,Pink Paprika by SASSAFRAS,Clothing,1259,2999,58,4.2,339,,https://www.myntra.com/dresses/pink+paprika+by+sassafras/pink-paprika-by-sassafras-striped-a-line-midi-cotton-dress/30897267/buy,myntra
BAESD Fit & Flare Dress,BAESD,Clothing,568,1999,72,4.2,2700,,https://www.myntra.com/dresses/baesd/baesd-fit--flare-dress/37608108/buy,myntra
MooNKids Girls Fit & Flare Cotton Dress,MooNKids,Clothing,590,1395,58,0,0,,https://www.myntra.com/dresses/moonkids/moonkids-girls-embroidered-fit--flare-cotton-dress/41580884/buy,myntra
StyleCast Checked Fit & Flare Dress,StyleCast,Clothing,1427,2799,49,4.1,486,,https://www.myntra.com/dresses/stylecast/stylecast-pink-checked-off-shoulder-fit--flare-dress/28244946/buy,myntra
Rain & Rainbow Floral Printed Ethnic Dresses,Rain & Rainbow,Clothing,1617,3595,55,4.4,3200,,https://www.myntra.com/ethnic-dresses/rain+%26+rainbow/rain--rainbow-floral-printed-pure-cotton-fit--flare-ethnic-dress/30557109/buy,myntra
FASHION DREAM Girls Round Neck Gown Dress,FASHION DREAM,Clothing,891,2699,67,4.3,515,,https://www.myntra.com/ethnic-dresses/fashion+dream/fashion-dream-girls-round-neck-floral-embroidered-gown-maxi-dress/31424972/buy,myntra
KAARIGARI Girls Onion Colour Dress,KAARIGARI,Clothing,573,1999,71,3.6,97,,https://www.myntra.com/dresses/kaarigari/kaarigari-velvet-fit--flare-dress/39848783/buy,myntra
Tasarika Gown Dress,Tasarika,Clothing,998,3999,75,4,18,,https://www.myntra.com/ethnic-dresses/tasarika/tasarika-floral-printed-v-neck-fit-and-flare-maxi-dress/39110484/buy,myntra
Bloomup Beige Floral Dress,Bloomup,Clothing,701,1099,36,0,0,,https://www.myntra.com/dresses/bloomup/bloomup-print-dress/41656735/buy,myntra
StyleCast x Revolte Bodycon Mini Dress,StyleCast x Revolte,Clothing,1529,3399,55,4.5,463,,https://www.myntra.com/dresses/stylecast+x+revolte/stylecast-x-revolte-women-bodycon-mini-dress/31174766/buy,myntra
Sangria Girls Printed Ethnic Dress,Sangria,Clothing,710,2149,67,4.1,48,,https://www.myntra.com/ethnic-dresses/sangria/sangria-girls-ethnic-motifs-printed-halter-neck-fit--flare-maxi-ethnic-dress/34806183/buy,myntra
BAESD A-Line Dress,BAESD,Clothing,499,1999,75,4.2,2700,,https://www.myntra.com/dresses/baesd/baesd-girls-square-neck-schiffli-empire-dress/32318958/buy,myntra
BLUE TYGA Solid Hooded Sunscreen Jacket,BLUE TYGA,Clothing,1299,2999,57,4.4,94,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30002196/2024/9/14/55999d5e-1818-460e-a5c3-76e8cdfb9ae21726281179554-BLUE-TYGA-Women-Hooded-Solid-Antimicrobial-Sunscreen-UPF-50--1.jpg",https://www.myntra.com/jackets/blue+tyga/blue-tyga-women-hooded-solid-antimicrobial-sunscreen-upf-50-jacket-2o/30002196/buy,myntra
CAVA Sculptor Jacket,CAVA,Clothing,1799,2299,22,4.7,1400,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/FEBRUARY/1/OvPeGWqJ_aa730ca310e54f08a267475c0cac97e2.jpg",https://www.myntra.com/jackets/cava/cava-pink-sculptor-jacket/32598379/buy,myntra
StyleCast x Revolte Girls Solid Bomber Jacket,StyleCast x Revolte,Clothing,1733,3399,49,3.8,42,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/MARCH/3/P18FdezI_3df2c9c0b27448e7aabf27c6712e22d6.jpg",https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-girls-stand-collar-solid-casual-lightweight-bomber-jacket/33029103/buy,myntra
House of Pataudi Woven Design Nehru Jackets,House of Pataudi,Clothing,1898,4999,62,4.2,307,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/27928838/2024/2/28/d7bcb8c9-e3a7-4b8c-9c6f-1da33dd8ee111709119604773JacquardWovenDesignMandarinCollarNehruJacket2.jpg",https://www.myntra.com/nehru-jackets/house+of+pataudi/house-of-pataudi-woven-design-mandarin-collar-nehru-jackets/27928838/buy,myntra
BLUE TYGA Women Sunscreen Jacket 2.0,BLUE TYGA,Clothing,1299,2999,57,4.4,52,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2024/SEPTEMBER/16/Q3UcD7FY_1bee3151a08849268c2c494f520912f8.jpg",https://www.myntra.com/jackets/blue+tyga/blue-tyga-women-sunscreen-jacket-20-with-upf-50/30992212/buy,myntra
Jompers Mandarin Collar Nehru Jacket,Jompers,Clothing,699,2499,72,4.2,1000,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/27323422/2025/3/20/b554ce9f-017c-4965-9214-37d916b2d6c81742462045381-Jompers-Mandarin-Collar-Nehru-Jacket-271742462044800-1.jpg",https://www.myntra.com/nehru-jackets/jompers/jompers-mandarin-collar-nehru-jacket/27323422/buy,myntra
CAVA Toasted Sculptor Jacket,CAVA,Clothing,1799,2299,22,4.7,1400,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/OCTOBER/6/SOHBhzPX_04cea9d365c24ce981673bcd6031fb12.jpg",https://www.myntra.com/jackets/cava/cava-toasted-sculptor-jacket/37080606/buy,myntra
Decathlon Kids-Boys Solid Padded Jacket,Decathlon,Clothing,1899,1949,3,4.7,132,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/AUGUST/23/InYrrpMs_813b40fe16964121b9b7719745b20fc8.jpg",https://www.myntra.com/jackets/decathlon/decathlon-quechua---kids-blue-mh100-water-repellent-hiking-padded-jacket/36551392/buy,myntra
Jompers Mandarin Collar Nehru Jacket,Jompers,Clothing,674,2499,73,4.2,1000,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/27323400/2024/2/1/225d4fca-28dc-43af-804d-e8daf8c3a45d1706788670243SolidNehruJacket1.jpg",https://www.myntra.com/nehru-jackets/jompers/jompers-mandarin-collar-nehru-jacket/27323400/buy,myntra
BELANO Men Camel Corduroy Jacket,BELANO,Clothing,1499,2999,50,4.4,17,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/FEBRUARY/28/604pvXKX_1b2bf62bc47f437e90f8978ffe189020.jpg",https://www.myntra.com/jackets/belano/belano-men-corduroy-bomber-jacket/40401236/buy,myntra
INCLUD Striped Open Front Jacket,INCLUD,Clothing,719,1499,52,4.4,384,,https://www.myntra.com/jackets/includ/includ-boys-striped-open-front-jacket/30912899/buy,myntra
