name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,ajio_url,platform
Teamspirit Men Striped Regular Fit Crew-Neck T-Shirt,Teamspirit,Clothing,356,356,49,4,213,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-striped-regular-fit-crew-neck-t-shirt/p/443097475_brown?,ajio
Buda Jeans Co Relaxed Fit Crew-Neck T-Shirt with Typographic Print,Buda Jeans Co,Clothing,510,510,66,4,53,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20R,https://www.ajio.com/buda-jeans-co-relaxed-fit-crew-neck-t-shirt-with-typographic-print/p/469761449_grey?,ajio
DNMX Men Graphic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,102,102,66,4.5,201,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-regular-fit-crew-neck-t-shirt/p/443091582_ecru?,ajio
EYEBOGLER Men T-Shirt with Hooded Neck,EYEBOGLER,Clothing,390,390,70,4,302,https://dummyjson.com/image/400x400/282828/ffffff?text=EYEBOGLER%20Men%20T,https://www.ajio.com/eyebogler-men-t-shirt-with-hooded-neck/p/700760859_navy?,ajio
TOGS & TERRE Men Round T-shirt,TOGS & TERRE,Clothing,285,285,81,4,180,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Me,https://www.ajio.com/togs--terre-men-round-t-shirt/p/701388034_black?,ajio
MAX Men Typographic Print Regular Fit Crew-Neck T-Shirt,MAX,Clothing,229,229,8,4,409,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Typogra,https://www.ajio.com/max-men-typographic-print-regular-fit-crew-neck-t-shirt/p/467159428_beige?,ajio
DNMX Men Graphic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,101,101,49,4,145,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-regular-fit-crew-neck-t-shirt/p/443066726_white?,ajio
MAX Men Printed T-Shirt,MAX,Clothing,249,249,0,4,121,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Printed,https://www.ajio.com/max-men-printed-t-shirt/p/703151099_black?,ajio
DNMX Men Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,152,152,49,4.5,96,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443091605_charcoal?,ajio
MAX Men Typographic Print Regular Fit Crew-Neck T-Shirt,MAX,Clothing,229,229,8,4.5,198,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Typogra,https://www.ajio.com/max-men-typographic-print-regular-fit-crew-neck-t-shirt/p/466517191_purple?,ajio
TECHNOSPORT Crew-Neck T-Shirt with Short Sleeves,TECHNOSPORT,Clothing,287,287,10,4,220,https://dummyjson.com/image/400x400/282828/ffffff?text=TECHNOSPORT%20Cre,https://www.ajio.com/technosport-crew-neck-t-shirt-with-short-sleeves/p/700398879_black?,ajio
KART BLACK Men Typographic Print T-shirt,KART BLACK,Clothing,310,310,69,4.5,148,https://dummyjson.com/image/400x400/282828/ffffff?text=KART%20BLACK%20Men%20,https://www.ajio.com/kart-black-men-typographic-print-t-shirt/p/700998123_black?,ajio
Fabflee X AG Women Typographic Print Regular Fit T-Shirt,Fabflee X AG,Clothing,190,190,81,4.5,430,https://dummyjson.com/image/400x400/282828/ffffff?text=Fabflee%20X%20AG%20Wo,https://www.ajio.com/fabflee-x-ag-women-typographic-print-regular-fit-t-shirt/p/702295527_red?,ajio
Lee Cooper Women Graphic Print Regular Fit Crew-Neck T-Shirt,Lee Cooper,Clothing,272,272,66,4.5,318,https://dummyjson.com/image/400x400/282828/ffffff?text=Lee%20Cooper%20Wome,https://www.ajio.com/lee-cooper-women-graphic-print-regular-fit-crew-neck-t-shirt/p/443096564_offwhite?,ajio
DNMX Men Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,102,102,66,4.5,156,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443083915_black?,ajio
Decathlon Domyos - Men Stretchable Gym T-Shirt,Decathlon,Clothing,279,279,53,5,259,https://dummyjson.com/image/400x400/282828/ffffff?text=Decathlon%20Domyo,https://www.ajio.com/decathlon-domyos--men-stretchable-gym-t-shirt/p/702450414_black?,ajio
Jack & Jones Men Graphic Print Regular Fit Crew-Neck T-Shirt,Jack & Jones,Clothing,600,600,60,4.5,158,https://dummyjson.com/image/400x400/282828/ffffff?text=Jack%20%26%20Jones%20Me,https://www.ajio.com/jack--jones-men-graphic-print-regular-fit-crew-neck-t-shirt/p/442883355_white?,ajio
DNMX Men Graphic Print Boxy Fit Crew-Neck T-Shirt,DNMX,Clothing,499,499,0,4,280,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-boxy-fit-crew-neck-t-shirt/p/443113624_white?,ajio
MAX Men Graphic Print Regular Fit Crew-Neck t-Shirt,MAX,Clothing,229,229,8,4.5,332,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Graphic,https://www.ajio.com/max-men-graphic-print-regular-fit-crew-neck-t-shirt/p/467159434_black?,ajio
XQsee Women Graphic Print Oversized Round-Neck T-Shirt,XQsee,Clothing,260,260,88,4.5,133,https://dummyjson.com/image/400x400/282828/ffffff?text=XQsee%20Women%20Gra,https://www.ajio.com/xqsee-women-graphic-print-oversized-round-neck-t-shirt/p/703045223_pink?,ajio
MAX Men Typographic Stylised Fit T-Shirt,MAX,Clothing,249,249,0,4,264,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Typogra,https://www.ajio.com/max-men-typographic-stylised-fit-t-shirt/p/701728730_blue?,ajio
MANIAC Men Typographic Print Oversized Fit T-Shirt,MANIAC,Clothing,481,481,71,4.5,339,https://dummyjson.com/image/400x400/282828/ffffff?text=MANIAC%20Men%20Typo,https://www.ajio.com/maniac-men-typographic-print-oversized-fit-t-shirt/p/467295847_navy?,ajio
TROMKO Women Graphic Print Regular Fit Crew-Neck T-Shirt,TROMKO,Clothing,192,192,88,4.5,281,https://dummyjson.com/image/400x400/282828/ffffff?text=TROMKO%20Women%20Gr,https://www.ajio.com/tromko-women-graphic-print-regular-fit-crew-neck-t-shirt/p/703117454_pink?,ajio
YOUSTA Men Crew-Neck Relaxed Fit T-Shirt,YOUSTA,Clothing,299,299,0,5,325,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20Crew,https://www.ajio.com/yousta-men-crew-neck-relaxed-fit-t-shirt/p/443105752_ltolive?,ajio
Fabflee X AG Women Typographic Print Regular Fit T-Shirt,Fabflee X AG,Clothing,190,190,81,4.5,62,https://dummyjson.com/image/400x400/282828/ffffff?text=Fabflee%20X%20AG%20Wo,https://www.ajio.com/fabflee-x-ag-women-typographic-print-regular-fit-t-shirt/p/702295527_mustard?,ajio
DNMX Men Graphic Print Boxy Fit Crew-Neck T-Shirt,DNMX,Clothing,254,254,49,4,28,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-boxy-fit-crew-neck-t-shirt/p/443102433_white?,ajio
Clafoutis Women Floral Print Oversized Fit Cotton T-Shirt,Clafoutis,Clothing,320,320,87,4,309,https://dummyjson.com/image/400x400/282828/ffffff?text=Clafoutis%20Women,https://www.ajio.com/clafoutis-women-floral-print-oversized-fit-cotton-t-shirt/p/701432517_beige?,ajio
TROMKO Women Typographic Print Regular Fit Crew-Neck T-Shirt,TROMKO,Clothing,192,192,88,4,146,https://dummyjson.com/image/400x400/282828/ffffff?text=TROMKO%20Women%20Ty,https://www.ajio.com/tromko-women-typographic-print-regular-fit-crew-neck-t-shirt/p/703117385_navy?,ajio
LEIA Women Overseized Fit Graphic T-Shirt,LEIA,Clothing,225,225,85,4.5,453,https://dummyjson.com/image/400x400/282828/ffffff?text=LEIA%20Women%20Over,https://www.ajio.com/leia-women-overseized-fit-graphic-t-shirt/p/701632222_beige?,ajio
Buda Jeans Co Women Loose Fit Crew-Neck T-Shirt,Buda Jeans Co,Clothing,290,290,71,4,203,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20W,https://www.ajio.com/buda-jeans-co-women-loose-fit-crew-neck-t-shirt/p/703264583_beige?,ajio
YOUSTA Men Typographic Print Regular Fit Crew-Neck T-Shirt,YOUSTA,Clothing,199,199,0,4,85,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20Typo,https://www.ajio.com/yousta-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443105778_offwhite?,ajio
Buda Jeans Co Typographic Print Loose Fit Crew-Neck T-Shirt,Buda Jeans Co,Clothing,510,510,66,4,341,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20T,https://www.ajio.com/buda-jeans-co-typographic-print-loose-fit-crew-neck-t-shirt/p/469771352_cream?,ajio
KAJARU X AG Men Regular Fit Zip-Closure Polo T-Shirt,KAJARU X AG,Clothing,329,329,67,4.5,62,https://dummyjson.com/image/400x400/282828/ffffff?text=KAJARU%20X%20AG%20Men,https://www.ajio.com/kajaru-x-ag-men-regular-fit-zip-closure-polo-t-shirt/p/702033907_cream?,ajio
Trond Men Typographic Print Oversized Fit Round-Neck T-Shirt,Trond,Clothing,377,377,66,4.5,37,https://dummyjson.com/image/400x400/282828/ffffff?text=Trond%20Men%20Typog,https://www.ajio.com/trond-men-typographic-print-oversized-fit-round-neck-t-shirt/p/701595974_red?,ajio
JOHN PLAYERS Men All-Over Print Slim Fit Polo T-Shirt,JOHN PLAYERS,Clothing,400,400,50,4,254,https://dummyjson.com/image/400x400/282828/ffffff?text=JOHN%20PLAYERS%20Me,https://www.ajio.com/john-players-men-all-over-print-slim-fit-polo-t-shirt/p/443095163_navy?,ajio
MAX Men Typographic Print Regular Fit Crew-Neck T-Shirt,MAX,Clothing,229,229,8,4,36,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Typogra,https://www.ajio.com/max-men-typographic-print-regular-fit-crew-neck-t-shirt/p/467041197_white?,ajio
Buda Jeans Co Men Graphic Print Oversized Crew-Neck T-Shirt,Buda Jeans Co,Clothing,375,375,75,4,74,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-graphic-print-oversized-crew-neck-t-shirt/p/701783107_brown?,ajio
KASHIANXSTYLE Women High Rise Relaxed Jeans,KASHIANXSTYLE,Clothing,438,438,78,4,360,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-relaxed-jeans/p/702297973_blue?,ajio
KASHIANXSTYLE Women High Rise Relaxed Jeans,KASHIANXSTYLE,Clothing,438,438,78,4.5,83,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-relaxed-jeans/p/702297973_navy?,ajio
KASHIANXSTYLE Women High Rise Relaxed Jeans,KASHIANXSTYLE,Clothing,438,438,78,4.5,263,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-relaxed-jeans/p/702297973_black?,ajio
Buda Jeans Co Men Lightly Washed Baggy Fit Jeans,Buda Jeans Co,Clothing,650,650,74,4.5,88,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-lightly-washed-baggy-fit-jeans-/p/702013058_black?,ajio
KASHIANXSTYLE Women High Rise Relaxed Jeans,KASHIANXSTYLE,Clothing,438,438,78,4,306,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-relaxed-jeans/p/702297973_grey?,ajio
Calvin Klein Jeans Men Mid-Rise 5PKT 90S Tapered Jeans,Calvin Klein Jeans,Clothing,5399,5399,40,4,229,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-rise-5pkt-90s-tapered-jeans/p/469760961_harbourblue?,ajio
KOTTY Men Low Rise Relaxed Fit Jeans,KOTTY,Clothing,600,600,70,4.5,55,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Low%20R,https://www.ajio.com/kotty-men-low-rise-relaxed-fit-jeans--/p/701329172_blue?,ajio
QNIM Men Mid Rise Fixed Waist Jeans,QNIM,Clothing,600,600,88,4.5,51,https://dummyjson.com/image/400x400/282828/ffffff?text=QNIM%20Men%20Mid%20Ri,https://www.ajio.com/qnim-men-mid-rise-fixed-waist-jeans/p/703002155_khaki?,ajio
Calvin Klein Jeans Men Mid-Rise Straight Jeans,Calvin Klein Jeans,Clothing,5999,5999,40,4,71,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-rise-straight-jeans/p/703359234_black?,ajio
QNIM Men Mid Rise Fixed Waist Jeans,QNIM,Clothing,600,600,88,4,359,https://dummyjson.com/image/400x400/282828/ffffff?text=QNIM%20Men%20Mid%20Ri,https://www.ajio.com/qnim-men-mid-rise-fixed-waist-jeans/p/703002155_blue?,ajio
KASHIANXSTYLE Women Washed Boyfriend High-Rise Clean Jeans,KASHIANXSTYLE,Clothing,438,438,78,4.5,207,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-washed-boyfriend-high-rise-clean-jeans/p/701359644_blue?,ajio
Calvin Klein Jeans Men Mid-Wash Light-Distress Slim Jeans,Calvin Klein Jeans,Clothing,8999,8999,40,4.5,42,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-wash-light-distress-slim-jeans/p/702433216_blue?,ajio
KOTTY Women High Rise Straight Clean Jeans,KOTTY,Clothing,600,600,70,4,312,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Women%20Hig,https://www.ajio.com/kotty-women-high-rise-straight-clean-jeans/p/701261189_blue?,ajio
NEONOMAD Men Mid Rise Relaxed Jeans,NEONOMAD,Clothing,520,520,60,4.5,387,https://dummyjson.com/image/400x400/282828/ffffff?text=NEONOMAD%20Men%20Mi,https://www.ajio.com/neonomad-men-mid-rise-relaxed-jeans/p/702165787_blue?,ajio
Calvin Klein Jeans Men Washed Mid Rise Straight Jeans,Calvin Klein Jeans,Clothing,5055,5055,40,4,298,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-washed-mid-rise-straight-jeans/p/702997787_blue?,ajio
DNMX Women Lightly Washed Wide-Leg Jeans,DNMX,Clothing,1299,1299,0,4.5,398,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Women%20Ligh,https://www.ajio.com/dnmx-women-lightly-washed-wide-leg-jeans/p/443109500_mediumblue?,ajio
The Indian Garage Co Washed Slim Fit Mid-Rise Acid Jeans,The Indian Garage Co,Clothing,690,690,70,4.5,158,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Indian%20Gara,https://www.ajio.com/the-indian-garage-co-washed-slim-fit-mid-rise-acid-jeans/p/469009835_blue?,ajio
Calvin Klein Jeans Men Mid-Rise Baggy Jeans,Calvin Klein Jeans,Clothing,6317,6317,40,4,33,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-rise-baggy-jeans/p/469760971_merlot?,ajio
Buda Jeans Co Men Baggy Fit Mid-Rise Jeans,Buda Jeans Co,Clothing,850,850,66,4,258,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-baggy-fit-mid-rise-jeans/p/702864942_blue?,ajio
KASHIANXSTYLE Women Western Wear Boyfriend High-Rise Clean Jeans,KASHIANXSTYLE,Clothing,446,446,66,4,234,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-western-wear-boyfriend-high-rise-clean-jeans/p/700527406_black?,ajio
Calvin Klein Jeans Men Mid-Wash Mid-Rise Tapered Jeans,Calvin Klein Jeans,Clothing,5687,5687,40,5,365,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-wash-mid-rise-tapered-jeans/p/702433274_blue?,ajio
KOTTY Mid Rise Straight Clean Jeans,KOTTY,Clothing,660,660,67,5,60,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Mid%20Rise%20,https://www.ajio.com/kotty-mid-rise-straight-clean-jeans/p/701231234_blue?,ajio
TRUE FADES Men Lightly Washed Straight Denim Jeans,TRUE FADES,Clothing,640,640,68,4,312,https://dummyjson.com/image/400x400/282828/ffffff?text=TRUE%20FADES%20Men%20,https://www.ajio.com/true-fades-men-lightly-washed-straight-denim-jeans-/p/703150744_blue?,ajio
Calvin Klein Jeans Men Lightly Washed Straight Jeans,Calvin Klein Jeans,Clothing,9005,9005,43,4,45,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-lightly-washed-straight-jeans/p/469722582_blue?,ajio
KOTTY Men Cotton Low-Rise Straight Clean Jeans,KOTTY,Clothing,600,600,70,4.5,169,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Cotto,https://www.ajio.com/kotty-men-cotton-low-rise-straight-clean-jeans/p/701063127_blue?,ajio
KASHIANXSTYLE Women High-Rise Boyfriend Jeans,KASHIANXSTYLE,Clothing,438,438,78,4.5,225,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-boyfriend-jeans/p/702562508_blue?,ajio
Calvin Klein Jeans Men Straight Fit Jeans with 5-Pocket Styling,Calvin Klein Jeans,Clothing,7559,7559,16,4,149,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-straight-fit-jeans-with-5-pocket-styling/p/702764534_blue?,ajio
KASHIANXSTYLE Women High-Rise Bootcut Jeans,KASHIANXSTYLE,Clothing,438,438,78,4,126,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-high-rise-bootcut-jeans/p/702551560_navy?,ajio
KASHIANXSTYLE Women Boyfriend High-Rise Clean Jeans with Insert Pockets,KASHIANXSTYLE,Clothing,446,446,66,4.5,326,https://dummyjson.com/image/400x400/282828/ffffff?text=KASHIANXSTYLE%20W,https://www.ajio.com/kashianxstyle-women-boyfriend-high-rise-clean-jeans-with-insert-pockets/p/700527406_blue?,ajio
Calvin Klein Jeans Men Straight Fit Jeans with 5-Pocket Styling,Calvin Klein Jeans,Clothing,5999,5999,25,4,416,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-straight-fit-jeans-with-5-pocket-styling/p/702764529_blue?,ajio
QNIM Men Mid Rise Fixed Waist Jeans,QNIM,Clothing,600,600,88,5,350,https://dummyjson.com/image/400x400/282828/ffffff?text=QNIM%20Men%20Mid%20Ri,https://www.ajio.com/qnim-men-mid-rise-fixed-waist-jeans/p/703002155_black?,ajio
TRUE FADES Men Lightly Washed Straight Jeans,TRUE FADES,Clothing,640,640,68,4.5,330,https://dummyjson.com/image/400x400/282828/ffffff?text=TRUE%20FADES%20Men%20,https://www.ajio.com/true-fades-men-lightly-washed-straight-jeans/p/703036607_grey?,ajio
KOTTY Men Relaxed Fit Low-Rise Jeans,KOTTY,Clothing,600,600,70,4.5,46,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Relax,https://www.ajio.com/kotty-men-relaxed-fit-low-rise-jeans/p/701636680_blue?,ajio
Buda Jeans Co Men Relaxed Fit Jeans,Buda Jeans Co,Clothing,675,675,73,4.5,43,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-relaxed-fit-jeans-/p/702760244_charcoal?,ajio
KOTTY Men Low Rise Relaxed Fit Clean Jeans,KOTTY,Clothing,600,600,70,4.5,379,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Low%20R,https://www.ajio.com/kotty-men-low-rise-relaxed-fit-clean-jeans/p/701329072_grey?,ajio
Calvin Klein Jeans Men Washed Mid-Rise Jeans,Calvin Klein Jeans,Clothing,6399,6399,20,4.5,392,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-washed-mid-rise-jeans/p/703090501_blue?,ajio
JOHN PLAYERS JEANS Men Lightly Washed Low-Rise Skinny Fit Jeans,JOHN PLAYERS JEANS,Clothing,917,917,49,4.5,24,https://dummyjson.com/image/400x400/282828/ffffff?text=JOHN%20PLAYERS%20JE,https://www.ajio.com/john-players-jeans-men-lightly-washed-low-rise-skinny-fit-jeans/p/443093547_blue?,ajio
The Indian Garage Co Heavily Washed Straight Fit Jeans,The Indian Garage Co,Clothing,765,765,70,4,178,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Indian%20Gara,https://www.ajio.com/the-indian-garage-co-heavily-washed-straight-fit-jeans/p/469349543_blue?,ajio
Calvin Klein Jeans Men Washed Mid-Rise Jeans,Calvin Klein Jeans,Clothing,7199,7199,20,4.5,391,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-washed-mid-rise-jeans/p/703091325_blue?,ajio
KOTTY SoMid Rise Straight Jeans,KOTTY,Clothing,660,660,67,4,65,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20SoMid%20Ris,https://www.ajio.com/kotty-somid-rise-straight-jeans-/p/701231249_blue?,ajio
KOTTY Men Low Rise Straight Clean Jeans,KOTTY,Clothing,600,600,70,4.5,98,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Low%20R,https://www.ajio.com/kotty-men-low-rise-straight-clean-jeans/p/701329086_black?,ajio
Calvin Klein Jeans Men Mid-Wash Straight Jeans,Calvin Klein Jeans,Clothing,5687,5687,40,4,150,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-wash-straight-jeans/p/703358789_blue?,ajio
LEVI'S Men Mid-Wash 517 Bootcut Jeans,LEVI'S,Clothing,1302,1302,58,4.5,101,https://dummyjson.com/image/400x400/282828/ffffff?text=LEVI'S%20Men%20Mid-,https://www.ajio.com/levi-s-men-mid-wash-517-bootcut-jeans/p/469800849_midindigo?,ajio
The Indian Garage Co Lightly Washed Slim Fit Mid-Rise Jeans,The Indian Garage Co,Clothing,600,600,70,5,291,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Indian%20Gara,https://www.ajio.com/the-indian-garage-co-lightly-washed-slim-fit-mid-rise-jeans/p/469009831_blue?,ajio
Calvin Klein Jeans Men Lightly Washed Standard Straight Jeans,Calvin Klein Jeans,Clothing,7160,7160,32,4.5,245,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-lightly-washed-standard-straight-jeans/p/469760948_oilslick?,ajio
Moda star Men Washed Straight Jeans with 5-Pocket Styling,Moda star,Clothing,624,624,52,4.5,319,https://dummyjson.com/image/400x400/282828/ffffff?text=Moda%20star%20Men%20W,https://www.ajio.com/moda-star-men-washed-straight-jeans-with-5-pocket-styling/p/702528063_grey?,ajio
The Indian Garage Co Heavily Washed Straight Fit Mid-Rise Jeans,The Indian Garage Co,Clothing,780,780,70,4,359,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Indian%20Gara,https://www.ajio.com/the-indian-garage-co-heavily-washed-straight-fit-mid-rise-jeans/p/469349497_blue?,ajio
Calvin Klein Jeans Men Mid-Rise Straigh Fit Jeans,Calvin Klein Jeans,Clothing,5055,5055,40,5,405,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-mid-rise-straigh-fit-jeans-/p/702577958_black?,ajio
KOTTY Men Low Rise Straight Clean Jeans,KOTTY,Clothing,600,600,70,4,427,https://dummyjson.com/image/400x400/282828/ffffff?text=KOTTY%20Men%20Low%20R,https://www.ajio.com/kotty-men-low-rise-straight-clean-jeans/p/701424170_grey?,ajio
Hivora Men Lightly Washed Relaxed Jeans,Hivora,Clothing,775,775,69,4.5,51,https://dummyjson.com/image/400x400/282828/ffffff?text=Hivora%20Men%20Ligh,https://www.ajio.com/hivora-men-lightly-washed-relaxed-jeans/p/701796422_black?,ajio
Calvin Klein Jeans Men Clean Mid-Rise Slim Jeans,Calvin Klein Jeans,Clothing,7121,7121,48,5,453,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-clean-mid-rise-slim-jeans/p/702433180_black?,ajio
The Indian Garage Co Washed Distressed Slim Fit Mid-Rise Mid-Wash Jeans,The Indian Garage Co,Clothing,600,600,70,5,303,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Indian%20Gara,https://www.ajio.com/the-indian-garage-co-washed-distressed-slim-fit-mid-rise-mid-wash-jeans/p/460698972_blue?,ajio
LEVI'S Men Mid-Wash 517 Bootcut Jeans,LEVI'S,Clothing,1470,1470,58,4.5,218,https://dummyjson.com/image/400x400/282828/ffffff?text=LEVI'S%20Men%20Mid-,https://www.ajio.com/levi-s-men-mid-wash-517-bootcut-jeans/p/469800854_midindigo?,ajio
Calvin Klein Jeans Men Mid Rise Skinny Jeans,Calvin Klein Jeans,Clothing,5399,5399,40,4,423,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans--men-mid-rise-skinny-jeans/p/701485682_blue?,ajio
Buda Jeans Co Men Lightly-Washed Relaxed Fit Jeans,Buda Jeans Co,Clothing,840,840,79,4.5,369,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-lightly-washed-relaxed-fit-jeans/p/702285089_green?,ajio
Buda Jeans Co Men Mid-Rise Baggy Relaxed Jeans,Buda Jeans Co,Clothing,840,840,79,5,213,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-mid-rise-baggy-relaxed-jeans/p/702285897_beige?,ajio
Calvin Klein Jeans Men Heavily Washed Straight Jeans,Calvin Klein Jeans,Clothing,8217,8217,40,4,442,https://dummyjson.com/image/400x400/282828/ffffff?text=Calvin%20Klein%20Je,https://www.ajio.com/calvin-klein-jeans-men-heavily-washed-straight-jeans/p/703359483_blue?,ajio
AVANOVA Men Mid-Rise Relaxed Jeans,AVANOVA,Clothing,576,576,68,4,385,https://dummyjson.com/image/400x400/282828/ffffff?text=AVANOVA%20Men%20Mid,https://www.ajio.com/avanova-men-mid-rise-relaxed-jeans/p/701885509_aqua?,ajio
