name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,ajio_url,platform
Buda Jeans Co Men Embroidered Regular Fit Polo T-Shirt,Buda Jeans Co,Clothing,650,650,74,4,451,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-embroidered-regular-fit-polo-t-shirt/p/702636696_white?,ajio
DNMX Men Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,102,102,66,4.5,334,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443091604_black?,ajio
TRIPR Men Pack of 4 Regular Fit Crew-Neck T-Shirts,TRIPR,Clothing,578,578,71,4,447,https://dummyjson.com/image/400x400/282828/ffffff?text=TRIPR%20Men%20Pack%20,https://www.ajio.com/tripr-men-pack-of-4-regular-fit-crew-neck-t-shirts/p/702753411_multi?,ajio
Crazybee X AG Men Graphic Print Oversized Crew-Neck T-Shirt,Crazybee X AG,Clothing,249,249,75,4.5,375,https://dummyjson.com/image/400x400/282828/ffffff?text=Crazybee%20X%20AG%20M,https://www.ajio.com/crazybee-x-ag-men-graphic-print-oversized-crew-neck-t-shirt/p/703228504_white?,ajio
YB DNMX Boys Graphic Print Boxy Fit Cotton Crew-Neck T-Shirt,YB DNMX,Clothing,120,120,70,4,211,https://dummyjson.com/image/400x400/282828/ffffff?text=YB%20DNMX%20Boys%20Gr,https://www.ajio.com/yb-dnmx-boys-graphic-print-boxy-fit-cotton-crew-neck-t-shirt/p/443061302_offwhite?,ajio
AOOSH Men Typographic Print Oversized Fit T-Shirt,AOOSH,Clothing,299,299,80,4,152,https://dummyjson.com/image/400x400/282828/ffffff?text=AOOSH%20Men%20Typog,https://www.ajio.com/aoosh-men-typographic-print-oversized-fit-t-shirt/p/701948174_grey?,ajio
JOHN PLAYERS Men Printed Slim Fit Polo T-Shirt,JOHN PLAYERS,Clothing,328,328,59,5,319,https://dummyjson.com/image/400x400/282828/ffffff?text=JOHN%20PLAYERS%20Me,https://www.ajio.com/john-players-men-printed-slim-fit-polo-t-shirt/p/443095158_ecru?,ajio
TOGS & TERRE Men Typographic Oversized Fit T-Shirt,TOGS & TERRE,Clothing,285,285,81,4.5,340,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Me,https://www.ajio.com/togs--terre-men-typographic-oversized-fit-t-shirt/p/703057622_green?,ajio
LOUIS PHILIPPE Slim Fit Polo T-Shirt with Logo Embroidery,LOUIS PHILIPPE,Clothing,1034,1034,31,4,355,https://dummyjson.com/image/400x400/282828/ffffff?text=LOUIS%20PHILIPPE%20,https://www.ajio.com/louis-philippe-slim-fit-polo-t-shirt-with-logo-embroidery/p/469544668_maroon?,ajio
TOGS & TERRE Women Striped Oversized Fit Crew-Neck T-Shirt,TOGS & TERRE,Clothing,285,285,81,4.5,338,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Wo,https://www.ajio.com/togs--terre-women-striped-oversized-fit-crew-neck-t-shirt/p/701795748_white?,ajio
BABIRUSA Men Ribbed Regular Fit Round-Neck T-Shirt,BABIRUSA,Clothing,249,249,75,4,221,https://dummyjson.com/image/400x400/282828/ffffff?text=BABIRUSA%20Men%20Ri,https://www.ajio.com/babirusa-men-ribbed-regular-fit-round-neck-t-shirt-/p/703286087_black?,ajio
DNMX Men Graphic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,254,254,49,4.5,202,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-regular-fit-crew-neck-t-shirt/p/443102423_white?,ajio
Buda Jeans Co Men Graphic Oversized Fit Crew- Neck T-Shirt,Buda Jeans Co,Clothing,298,298,79,4,289,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-graphic-oversized-fit-crew-neck-t-shirt/p/701598449_navy?,ajio
YOUSTA Men Minimal Graphic Print Relaxed Fit Crew-Neck T-Shirt,YOUSTA,Clothing,299,299,0,5,342,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20Mini,https://www.ajio.com/yousta-men-minimal-graphic-print-relaxed-fit-crew-neck-t-shirt/p/443106462_white?,ajio
DNMX Women Printed Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,152,152,49,4.5,452,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Women%20Prin,https://www.ajio.com/dnmx-women-printed-relaxed-fit-crew-neck-t-shirt/p/443107175_pink?,ajio
Teamspirit Men Str Garded Striped Flatknit Polo T-Shirt,Teamspirit,Clothing,240,240,70,4.5,98,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-str-garded-striped-flatknit-polo-t-shirt/p/443095616_beige?,ajio
TOGS & TERRE Women Oversized Fit T Shirt,TOGS & TERRE,Clothing,285,285,81,4.5,37,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Wo,https://www.ajio.com/togs--terre-women-oversized-fit-t-shirt/p/700560212_brown?,ajio
YB DNMX Boys Graphic Print Boxy Fit Crew-Neck T-Shirt,YB DNMX,Clothing,100,100,44,4.5,360,https://dummyjson.com/image/400x400/282828/ffffff?text=YB%20DNMX%20Boys%20Gr,https://www.ajio.com/yb-dnmx-boys-graphic-print-boxy-fit-crew-neck-t-shirt/p/443282081_blackcharcoal?,ajio
Crazybee X AG Men Regular Fit Polo T-Shirt,Crazybee X AG,Clothing,268,268,73,4,169,https://dummyjson.com/image/400x400/282828/ffffff?text=Crazybee%20X%20AG%20M,https://www.ajio.com/crazybee-x-ag-men-regular-fit-polo-t-shirt-/p/703262276_grey?,ajio
Hoodler Men Patterned Regular Fit Polo T-Shirt,Hoodler,Clothing,276,276,89,4,200,https://dummyjson.com/image/400x400/282828/ffffff?text=Hoodler%20Men%20Pat,https://www.ajio.com/hoodler-men-patterned-regular-fit-polo-t-shirt-/p/702796359_beige?,ajio
MAX Men Printed Relaxed Fit Round-Neck T-Shirt,MAX,Clothing,399,399,0,4,22,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Printed,https://www.ajio.com/max-men-printed-relaxed-fit-round-neck-t-shirt/p/702424635_blue?,ajio
Fashion And Youth Men Regular Fit Polo T-shirt,Fashion And Youth,Clothing,342,342,81,4.5,147,https://dummyjson.com/image/400x400/282828/ffffff?text=Fashion%20And%20You,https://www.ajio.com/fashion-and-youth-men-regular-fit-polo-t-shirt/p/701565629_white?,ajio
Cantabil Logo Print Polo T-Shirt with Ribbed Sleeves,Cantabil,Clothing,455,455,65,4.5,82,https://dummyjson.com/image/400x400/282828/ffffff?text=Cantabil%20Logo%20P,https://www.ajio.com/cantabil-logo-print-polo-t-shirt-with-ribbed-sleeves/p/466229995_black?,ajio
BABIRUSA Men Striped Relaxed Fit Polo T-Shirt,BABIRUSA,Clothing,319,319,68,5,39,https://dummyjson.com/image/400x400/282828/ffffff?text=BABIRUSA%20Men%20St,https://www.ajio.com/babirusa-men-striped-relaxed-fit-polo-t-shirt/p/702739845_peach?,ajio
TROMKO Men Striped Regular Fit Polo T-Shirt,TROMKO,Clothing,224,224,86,4,26,https://dummyjson.com/image/400x400/282828/ffffff?text=TROMKO%20Men%20Stri,https://www.ajio.com/tromko-men-striped-regular-fit-polo-t-shirt/p/702523794_brown?,ajio
NETPLAY Men Regular Fit Polo T-Shirt,NETPLAY,Clothing,404,404,19,4,260,https://dummyjson.com/image/400x400/282828/ffffff?text=NETPLAY%20Men%20Reg,https://www.ajio.com/netplay-men-regular-fit-polo-t-shirt/p/441146016_black?,ajio
LOUIS PHILIPPE Men Slim Fit Polo T-Shirt,LOUIS PHILIPPE,Clothing,1103,1103,31,4.5,50,https://dummyjson.com/image/400x400/282828/ffffff?text=LOUIS%20PHILIPPE%20,https://www.ajio.com/louis-philippe-men-slim-fit-polo-t-shirt/p/469604476_cream?,ajio
Teamspirit Men Zig Zag Striped Regular Fit Polo T-Shirt,Teamspirit,Clothing,240,240,70,4.5,76,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-zig-zag-striped-regular-fit-polo-t-shirt/p/443081767_offwhite?,ajio
MAX Men Oversized Fit T-Shirt,MAX,Clothing,249,249,0,4.5,82,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Oversiz,https://www.ajio.com/max--men-oversized-fit-t-shirt/p/702218004_white?,ajio
XQsee Women Graphic Print Oversized Round-Neck T-Shirt,XQsee,Clothing,260,260,88,4,332,https://dummyjson.com/image/400x400/282828/ffffff?text=XQsee%20Women%20Gra,https://www.ajio.com/xqsee-women-graphic-print-oversized-round-neck-t-shirt/p/703045223_brown?,ajio
AOOSH Men Oversized Fit Graphic Print T-Shirt,AOOSH,Clothing,299,299,80,4,219,https://dummyjson.com/image/400x400/282828/ffffff?text=AOOSH%20Men%20Overs,https://www.ajio.com/aoosh-men-oversized-fit-graphic-print-t-shirt/p/701967266_maroon?,ajio
Nobero Men Graphic Print Oversized Crew-Neck T-Shirt,Nobero,Clothing,499,499,72,4,252,https://dummyjson.com/image/400x400/282828/ffffff?text=Nobero%20Men%20Grap,https://www.ajio.com/nobero-men-graphic-print-oversized-crew-neck-t-shirt/p/702783261_maroon?,ajio
Alpha Tribe Men Leaf Print Regular Fit Polo T-Shirt with Short Sleeves,Alpha Tribe,Clothing,372,372,71,4.5,231,https://dummyjson.com/image/400x400/282828/ffffff?text=Alpha%20Tribe%20Men,https://www.ajio.com/alpha-tribe-men-leaf-print-regular-fit-polo-t-shirt-with-short-sleeves/p/702409494_white?,ajio
DNMX Men Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,152,152,49,5,418,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443091599_medgrey?,ajio
FTX Round-Neck T-Shirt with Short Sleeves,FTX,Clothing,191,191,78,4,74,https://dummyjson.com/image/400x400/282828/ffffff?text=FTX%20Round-Neck%20,https://www.ajio.com/ftx-round-neck-t-shirt-with-short-sleeves/p/466497789_black?,ajio
YOUSTA Men Graphic Print Relaxed Fit Crew-Neck T-Shirt,YOUSTA,Clothing,499,499,0,4.5,10,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20Grap,https://www.ajio.com/yousta-men-graphic-print-relaxed-fit-crew-neck-t-shirt/p/443119855_black?,ajio
U.S. Polo Assn. Slim Fit Cotton Polo T-shirt,U.S. Polo Assn.,Clothing,1039,1039,35,4,62,https://dummyjson.com/image/400x400/282828/ffffff?text=U.S.%20Polo%20Assn.,https://www.ajio.com/u-s-polo-assn-slim-fit-cotton-polo-t-shirt/p/469192114_beige?,ajio
Fashion And Youth Men Knitted Regular Fit Sleeveless T-Shirt,Fashion And Youth,Clothing,323,323,75,4.5,364,https://dummyjson.com/image/400x400/282828/ffffff?text=Fashion%20And%20You,https://www.ajio.com/fashion-and-youth-men-knitted-regular-fit-sleeveless-t-shirt/p/702802911_cream?,ajio
YB DNMX Boys Typographic Print Regular Fit Crew-Neck T-Shirt,YB DNMX,Clothing,156,156,44,4,13,https://dummyjson.com/image/400x400/282828/ffffff?text=YB%20DNMX%20Boys%20Ty,https://www.ajio.com/yb-dnmx-boys-typographic-print-regular-fit-crew-neck-t-shirt/p/443282078_offwhite?,ajio
TOGS & TERRE Men Graphic Print Round-Neck T-Shirt,TOGS & TERRE,Clothing,285,285,81,4.5,300,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Me,https://www.ajio.com/togs--terre-men-graphic-print-round-neck-t-shirt/p/701918216_black?,ajio
TOGS & TERRE Women Crew-Neck Loose Fit T-Shirt,TOGS & TERRE,Clothing,285,285,81,4.5,367,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Wo,https://www.ajio.com/togs--terre-women-crew-neck-loose-fit-t-shirt/p/701653951_black?,ajio
Fashocart Men Graphic Regular Fit T-shirt,Fashocart,Clothing,389,389,35,4.5,430,https://dummyjson.com/image/400x400/282828/ffffff?text=Fashocart%20Men%20G,https://www.ajio.com/fashocart-men-graphic-regular-fit-t-shirt/p/701433554_white?,ajio
The Souled Store Men Graphic Print Oversized Fit T-Shirt,The Souled Store,Clothing,799,799,0,4,313,https://dummyjson.com/image/400x400/282828/ffffff?text=The%20Souled%20Stor,https://www.ajio.com/the-souled-store-men-graphic-print-oversized-fit-t-shirt/p/701473640_blue?,ajio
DNMX Men Graphic Print Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,203,203,49,5,427,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-relaxed-fit-crew-neck-t-shirt/p/443091739_white?,ajio
MANIAC Printed Oversized Fit T-shirt,MANIAC,Clothing,392,392,75,4.5,445,https://dummyjson.com/image/400x400/282828/ffffff?text=MANIAC%20Printed%20,https://www.ajio.com/maniac-printed-oversized-fit-t-shirt/p/702721745_white?,ajio
DNMX Men Camouflage Print Boxy Fit Crew-Neck T-Shirt,DNMX,Clothing,180,180,70,4.5,100,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Camouf,https://www.ajio.com/dnmx-men-camouflage-print-boxy-fit-crew-neck-t-shirt/p/443097759_olive?,ajio
Lee Cooper Men Striped Regular Fit Polo T-Shirt,Lee Cooper,Clothing,510,510,70,4,191,https://dummyjson.com/image/400x400/282828/ffffff?text=Lee%20Cooper%20Men%20,https://www.ajio.com/lee-cooper-men-striped-regular-fit-polo-t-shirt/p/443097015_navy?,ajio
MAX Men Striped Regular Fit Crew-Neck T-Shirt,MAX,Clothing,349,349,13,4,323,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Striped,https://www.ajio.com/max-men-striped-regular-fit-crew-neck-t-shirt/p/700713579_black?,ajio
Clafoutis Women Typographic Print Oversized Fit T-Shirt,Clafoutis,Clothing,320,320,87,4,391,https://dummyjson.com/image/400x400/282828/ffffff?text=Clafoutis%20Women,https://www.ajio.com/clafoutis-women-typographic-print-oversized-fit-t-shirt/p/701574757_black?,ajio
Cantabil Logo Print T-Shirt with Collar,Cantabil,Clothing,490,490,65,4.5,337,https://dummyjson.com/image/400x400/282828/ffffff?text=Cantabil%20Logo%20P,https://www.ajio.com/cantabil-logo-print-t-shirt-with-collar/p/465108675_maroon?,ajio
LEIA Women Typographic Print Oversized Fit V-Neck T-Shirt,LEIA,Clothing,225,225,85,4.5,301,https://dummyjson.com/image/400x400/282828/ffffff?text=LEIA%20Women%20Typo,https://www.ajio.com/leia-women-typographic-print-oversized-fit-v-neck-t-shirt/p/701801101_white?,ajio
DNMX Men Graphic Print Slim Fit Crew-Neck T-Shirt,DNMX,Clothing,182,182,39,4,334,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-slim-fit-crew-neck-t-shirt/p/443091611_white?,ajio
Alpha Tribe Men Graphic Print Regular Fit Crew-Neck T-Shirt,Alpha Tribe,Clothing,204,204,66,4,80,https://dummyjson.com/image/400x400/282828/ffffff?text=Alpha%20Tribe%20Men,https://www.ajio.com/alpha-tribe-men-graphic-print-regular-fit-crew-neck-t-shirt/p/469769046_multi?,ajio
DNMX Men Typographic Print Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,120,120,70,4,186,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-relaxed-fit-crew-neck-t-shirt/p/443095361_offwhite?,ajio
Teamspirit Men Striped Regular Fit Crew-Neck T-Shirt,Teamspirit,Clothing,305,305,49,4,300,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-striped-regular-fit-crew-neck-t-shirt/p/443099260_white?,ajio
RIO Women Graphic Print Regular Fit Round-Neck T-Shirt,RIO,Clothing,101,101,49,4,290,https://dummyjson.com/image/400x400/282828/ffffff?text=RIO%20Women%20Graph,https://www.ajio.com/rio-women-graphic-print-regular-fit-round-neck-t-shirt/p/443066564_ecru?,ajio
MANIAC Printed Oversized Fit T-shirt,MANIAC,Clothing,415,415,75,4,176,https://dummyjson.com/image/400x400/282828/ffffff?text=MANIAC%20Printed%20,https://www.ajio.com/maniac-printed-oversized-fit-t-shirt/p/702721466_blue?,ajio
Teamspirit Men Regular Fit Polo T-Shirt,Teamspirit,Clothing,499,499,0,5,351,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-regular-fit-polo-t-shirt/p/443083615_darkpurple?,ajio
Buda Jeans Co Men Graphic Print Loose Fit T-Shirt,Buda Jeans Co,Clothing,375,375,75,4.5,295,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-graphic-print-loose-fit-t-shirt/p/701917430_orange?,ajio
EYEBOGLER Men Colourblock Regular Fit Polo T-Shirt,EYEBOGLER,Clothing,286,286,78,4,26,https://dummyjson.com/image/400x400/282828/ffffff?text=EYEBOGLER%20Men%20C,https://www.ajio.com/eyebogler-men-colourblock-regular-fit-polo-t-shirt/p/466993304_beige?,ajio
Crazybee X AG Men Graphic Print Oversized Crew-Neck T-Shirt,Crazybee X AG,Clothing,249,249,75,4.5,312,https://dummyjson.com/image/400x400/282828/ffffff?text=Crazybee%20X%20AG%20M,https://www.ajio.com/crazybee-x-ag-men-graphic-print-oversized-crew-neck-t-shirt/p/703262299_white?,ajio
DNMX Pink Floyd - Men Graphic Print Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,203,203,49,4.5,85,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Pink%20Floyd,https://www.ajio.com/dnmx-pink-floyd--men-graphic-print-relaxed-fit-crew-neck-t-shirt/p/443091715_white?,ajio
YOUSTA Men LIC Raglan CN Relaxed Fit Crew-Neck T-Shirt,YOUSTA,Clothing,299,299,0,4,378,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20LIC%20,https://www.ajio.com/yousta-men-lic-raglan-cn-relaxed-fit-crew-neck-t-shirt/p/443115396_offwhite?,ajio
Buda Jeans Co Men Colourblocked Regular Fit Polo T-Shirt,Buda Jeans Co,Clothing,349,349,65,4.5,421,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-colourblocked-regular-fit-polo-t-shirt/p/702747732_black?,ajio
Puma Men Striped Logo Graphic Slim Fit Tee,Puma,Clothing,510,510,66,4.5,33,https://dummyjson.com/image/400x400/282828/ffffff?text=Puma%20Men%20Stripe,https://www.ajio.com/puma-men-striped-logo-graphic-slim-fit-tee/p/700714928_black?,ajio
Fashocart Men Graphic Print Regular Fit Crew-Neck T-Shirt,Fashocart,Clothing,400,400,60,4,247,https://dummyjson.com/image/400x400/282828/ffffff?text=Fashocart%20Men%20G,https://www.ajio.com/fashocart-men-graphic-print-regular-fit-crew-neck-t-shirt/p/702052503_yellow?,ajio
THE BEAR HOUSE Men Cotton Knit Polo T-Shirt,THE BEAR HOUSE,Clothing,950,950,50,4.5,390,https://dummyjson.com/image/400x400/282828/ffffff?text=THE%20BEAR%20HOUSE%20,https://www.ajio.com/the-bear-house-men-cotton-knit-polo-t-shirt/p/701252004_brown?,ajio
Cantabil Logo Print Polo T-Shirt with Ribbed Sleeves,Cantabil,Clothing,455,455,65,4,167,https://dummyjson.com/image/400x400/282828/ffffff?text=Cantabil%20Logo%20P,https://www.ajio.com/cantabil-logo-print-polo-t-shirt-with-ribbed-sleeves/p/466229995_navy?,ajio
YOUSTA Men Typographic Print Regular Fit Crew-Neck T-Shirt,YOUSTA,Clothing,199,199,0,4.5,31,https://dummyjson.com/image/400x400/282828/ffffff?text=YOUSTA%20Men%20Typo,https://www.ajio.com/yousta-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443629123_black?,ajio
Campus Sutra Men Stripes Regular Fit Polo T-shirt,Campus Sutra,Clothing,663,663,61,4.5,52,https://dummyjson.com/image/400x400/282828/ffffff?text=Campus%20Sutra%20Me,https://www.ajio.com/campus-sutra-men-stripes-regular-fit-polo-t-shirt/p/701028186_white?,ajio
TOGS & TERRE Women Graphic Print Round-Neck T-Shirt,TOGS & TERRE,Clothing,285,285,81,4,154,https://dummyjson.com/image/400x400/282828/ffffff?text=TOGS%20%26%20TERRE%20Wo,https://www.ajio.com/togs--terre-women-graphic-print-round-neck-t-shirt/p/700518637_brown?,ajio
JUMP CUTS Men Regular Fit Polo T-shirt,JUMP CUTS,Clothing,432,432,76,4.5,143,https://dummyjson.com/image/400x400/282828/ffffff?text=JUMP%20CUTS%20Men%20R,https://www.ajio.com/jump-cuts-men-regular-fit-polo-t-shirt/p/701250224_beige?,ajio
NETPLAY Men Striped Flat-Knit Polo T-Shirt,NETPLAY,Clothing,240,240,70,4.5,109,https://dummyjson.com/image/400x400/282828/ffffff?text=NETPLAY%20Men%20Str,https://www.ajio.com/netplay-men-striped-flat-knit-polo-t-shirt/p/443068659_green?,ajio
Teamspirit Regular Fit Popcorn Crew-Neck T-Shirt,Teamspirit,Clothing,299,299,0,4.5,269,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Regu,https://www.ajio.com/teamspirit-regular-fit-popcorn-crew-neck-t-shirt/p/441146987_green?,ajio
Teamspirit Men Striped Regular Fit Crew-Neck T-Shirt,Teamspirit,Clothing,210,210,70,4.5,139,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-striped-regular-fit-crew-neck-t-shirt/p/443087796_beige?,ajio
U.S. Polo Assn. Colourblock Slim Fit Polo T-Shirt,U.S. Polo Assn.,Clothing,1563,1563,32,4,83,https://dummyjson.com/image/400x400/282828/ffffff?text=U.S.%20Polo%20Assn.,https://www.ajio.com/u-s-polo-assn-colourblock-slim-fit-polo-t-shirt/p/469368095_navy?,ajio
YB DNMX Boys Venom Print Boxy Fit Crew-Neck T-Shirt,YB DNMX,Clothing,120,120,70,4.5,428,https://dummyjson.com/image/400x400/282828/ffffff?text=YB%20DNMX%20Boys%20Ve,https://www.ajio.com/yb-dnmx-boys-venom-print-boxy-fit-crew-neck-t-shirt/p/443097168_jetblack?,ajio
AOOSH Men Graphic Print Loose Fit T-Shirt,AOOSH,Clothing,299,299,80,4,451,https://dummyjson.com/image/400x400/282828/ffffff?text=AOOSH%20Men%20Graph,https://www.ajio.com/aoosh-men-graphic-print-loose-fit-t-shirt/p/701578385_maroon?,ajio
NEONOMAD Men Regular Fit Polo T-Shirt,NEONOMAD,Clothing,342,342,74,4,419,https://dummyjson.com/image/400x400/282828/ffffff?text=NEONOMAD%20Men%20Re,https://www.ajio.com/neonomad-men-regular-fit-polo-t-shirt/p/702081919_grey?,ajio
Lee Cooper Men Waffle Textured Regular Fit Polo T-Shirt,Lee Cooper,Clothing,510,510,70,4,20,https://dummyjson.com/image/400x400/282828/ffffff?text=Lee%20Cooper%20Men%20,https://www.ajio.com/lee-cooper-men-waffle-textured-regular-fit-polo-t-shirt/p/443093078_offwhite?,ajio
MAX Men Regular Fit Crew-Neck T-Shirt,MAX,Clothing,199,199,0,4,356,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Regular,https://www.ajio.com/max-men-regular-fit-crew-neck-t-shirt/p/466035779_black?,ajio
MAX Men Stylised Fit T-Shirt,MAX,Clothing,349,349,13,4.5,152,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Stylise,https://www.ajio.com/max-men-stylised-fit-t-shirt/p/701720617_beige?,ajio
Teamspirit All-Over Text Jacquard Flat Knit T-Shirt,Teamspirit,Clothing,300,300,70,4.5,76,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20All-,https://www.ajio.com/teamspirit-all-over-text-jacquard-flat-knit-t-shirt/p/443083133_darkgrey?,ajio
PERFORMAX Regular Fit Fastdry Active Crew-Neck T-Shirt,PERFORMAX,Clothing,150,150,70,5,263,https://dummyjson.com/image/400x400/282828/ffffff?text=PERFORMAX%20Regul,https://www.ajio.com/performax-regular-fit-fastdry-active-crew-neck-t-shirt/p/441128501_ltblue?,ajio
DNMX Men Typographic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,101,101,49,5,363,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Typogr,https://www.ajio.com/dnmx-men-typographic-print-regular-fit-crew-neck-t-shirt/p/443068831_olive?,ajio
SNITCH Men Graphic Print Regular Fit T-Shirt,SNITCH,Clothing,724,724,40,4,302,https://dummyjson.com/image/400x400/282828/ffffff?text=SNITCH%20Men%20Grap,https://www.ajio.com/snitch-men-graphic-print-regular-fit-t-shirt/p/703172204_black?,ajio
Teamspirit Men Typographic Print Regular Fit Round-Neck T-Shirt,Teamspirit,Clothing,246,246,59,4.5,122,https://dummyjson.com/image/400x400/282828/ffffff?text=Teamspirit%20Men%20,https://www.ajio.com/teamspirit-men-typographic-print-regular-fit-round-neck-t-shirt/p/443108171_beige?,ajio
DNMX Men Graphic Print Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,499,499,0,4.5,446,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-relaxed-fit-crew-neck-t-shirt/p/443114501_navy?,ajio
DNMX Men Graphic Print Regular Fit Crew-Neck T-Shirt,DNMX,Clothing,101,101,49,4.5,345,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Graphi,https://www.ajio.com/dnmx-men-graphic-print-regular-fit-crew-neck-t-shirt/p/443066723_ltpink?,ajio
LEVI'S Men Round-Neck Slim Fit Cotton T-Shirt,LEVI'S,Clothing,648,648,41,4.5,253,https://dummyjson.com/image/400x400/282828/ffffff?text=LEVI'S%20Men%20Roun,https://www.ajio.com/levi-s-men-round-neck-slim-fit-cotton-t-shirt/p/469800947_black?,ajio
MAX Men Round Neck Stylised Fit T-Shirt,MAX,Clothing,349,349,13,4.5,262,https://dummyjson.com/image/400x400/282828/ffffff?text=MAX%20Men%20Round%20N,https://www.ajio.com/max-men-round-neck-stylised-fit-t-shirt/p/701662749_green?,ajio
DNMX Men Striped Relaxed Fit Crew-Neck T-Shirt,DNMX,Clothing,180,180,70,4.5,345,https://dummyjson.com/image/400x400/282828/ffffff?text=DNMX%20Men%20Stripe,https://www.ajio.com/dnmx-men-striped-relaxed-fit-crew-neck-t-shirt/p/443097898_beige?,ajio
Buda Jeans Co Men Graphic Print Oversized Crew-Neck T-Shirt,Buda Jeans Co,Clothing,375,375,75,4,298,https://dummyjson.com/image/400x400/282828/ffffff?text=Buda%20Jeans%20Co%20M,https://www.ajio.com/buda-jeans-co-men-graphic-print-oversized-crew-neck-t-shirt/p/701783075_black?,ajio
BABIRUSA Men Relaxed Fit Round-Neck T-Shirt,BABIRUSA,Clothing,169,169,83,4,106,https://dummyjson.com/image/400x400/282828/ffffff?text=BABIRUSA%20Men%20Re,https://www.ajio.com/babirusa-men-relaxed-fit-round-neck-t-shirt/p/702588303_lavender?,ajio
